ID,Name,Industry,Description,Year Founded,Employees,State,City,Metro Area,Total Revenue,Total Expense,Total Profit
137,Conin,Construction,"A full-service equipment dealership that rents, sells, and services new and used heavy construction equipment.",2009,23,CA,Rancho Dominguez,Los Angeles,12966550.01,7493048.51,5473501.5
138,Vaiaelectronics,Energy,Sells photovoltaic solar panels and related components and provides design and installation support for residents and businesses.,2014,6,MN,Saint Paul,Minneapolis,10897327.88,7806916.12,3090411.76
139,Donelectronics,Real Estate,A residential and commercial real estate brokerage composed of over 900 agents that offer buyers and sellers a full range of residential and commercial real estate services.,2014,895,GA,Atlanta,Atlanta,9924041.25,2801941.62,7122099.63
140,Rezumfind,IT Services,"Offers data management, business intelligence, custom software design and development, and technology strategy services to federal government agencies, major corporations, and small to midsize companies.",2000,50,VA,Herndon,"Washington, DC",10706099.33,3571974.49,7134124.83
141,Techitom,Food & Beverage,Operates seven mobile food truck and two brick and mortar units in New York City that serve Belgian Waffles,2010,30,NY,New York,New York City,17120291.98,3394781.42,13725510.56
142,Bamtexon,Consumer Products & Services,"A ticket distribution partner for entertainment venues, professional sports teams, university athletic departments, concert promoters, and event producers.",2013,10,CA,Tustin,Los Angeles,16507858.63,5339047.95,11168810.68
143,Xx--Fase,IT Services,An IT staffing and placement company with three locations.,2012,430,TN,Nashville,Nashville,11091728.75,4848171.79,6243556.97
144,Spandom,Manufacturing,"A custom manufacturer of furniture that collaborates with clients through the engineering, prototyping, fabrication, and installation phases.",2010,13,NY,Brooklyn,New York City,11062823.42,4794883.4,6267940.02
145,Zimstrip,Business Products & Services,"A national mission critical service provider that maintains and repairs the air conditioning, power supply and fire suppression systems of critical telecom, data center and health care facilities.",2014,13,TX,Irving,Dallas,7799016.15,4101237.48,3697778.67
146,Stiming,IT Services,"Offers enterprise colocation, dedicated servers, virtualization, cloud hosting, and other data center services. 90% of revenue comes from our 4 main data center locations of Buffalo, Chicago, Dallas, and Los Angeles.",2014,24,NY,Williamsville,"Buffalo-Niagara Falls, NY",5627452.32,710832.18,4916620.15
147,Tripplehow,Business Products & Services,"Provides criminal records to employment screening, tenant screening, and risk mitigation providers nationwide.",2012,66,VA,Purcellville,"Washington, DC",11347039.57,7072818.96,4274220.61
148,E-Can,Financial Services,"Offers mortgage loans through VA, FHA, and conventional loans in all fifty states, while protecting consumer privacy and exceeding regulatory compliance standards imposed by regulatory agencies.",2013,1628,NJ,Mount Laurel,Philadelphia,7561591.12,5756922.9,1804668.22
149,Ganjadox,Human Resources,Provides flexible staffing in the skilled construction trades to contractors in the Southeast as well as on-site OSHA and other construction safety services.,2012,2800,NC,Charlotte,Charlotte,12406793.47,4281764.29,8125029.18
150,Volhouse,Business Products & Services,"Designs and installs a wide variety of storage and material handling services including medication carts, pharmacy fixtures and mobile shelving.",2010,8,SC,Lexington,"Columbia, SC",10992060.28,4237536.66,6754523.62
151,Tonjob,Financial Services,Provides investment consulting services to the retirement plan industry.,2010,87,CA,Santa Barbara,"Santa Barbara-Santa Maria-Goleta, CA",8557627.38,7990153.22,567474.16
152,Flextone,Financial Services,"A mortgage lender that underwrites and services agency- and government-backed mortgage assets, offering numerous Fannie Mae, Freddie Mac, FHA, VA, and USDA residential mortgage products.",2010,250,FL,Boca Raton,Miami,10038906.55,5388246.44,4650660.11
153,Hatelectronics,Advertising & Marketing,Provides performance marketing services such as performance-based advertising and online marketing analytics to customers around the world.,2011,15,FL,Palm Beach Gardens,Miami,11558345.71,8085450.29,3472895.42
154,Roundgreen,Logistics & Transportation,"An intermodal trucking company that also has a third-party logistics business and serves steamships, railroads and beneficial cargo owners.",2003,240,OH,portage,"Toledo, OH",9752205.42,3643270.03,6108935.38
155,Lineity,Government Services,"Provides program management, business process re-engineering, software development and systems engineering services to Federal agencies.",2006,113,MA,Billerica,Boston,10179060.15,1609514.19,8569545.96
156,Voyadexon,Health,A pediatric home health services agency with a specialty in private duty nursing and skilled nursing visits for infants and children (ages birth through 20 years).,2010,545,TX,Dallas,Dallas,11288268.96,9355591.63,1932677.33
157,Xn-Media,Health,"Connects patients with quality physicians, hospitals and other health specialists and facilities. An online doctor selection site enables patients choose physicians and rate the ones they've visited.",2012,104,NJ,Lyndhurst,New York City,10256769.17,5419368.32,4837400.84
158,Drilldrill,Software,"Develops a platform for time and expense tracking that integrates with numerous types of accounting software and is used by staffing agencies, professional services businesses and organizations that need to comply with government regulations.",2010,30,CA,San Francisco,San Francisco,10333122.06,3245709.05,7087413.01
159,Tristone,Construction,"Provides full-service construction, renovation, general contracting and professional engineering services for all levels of government as well as the private sector.",2013,43,MD,Millersville,Baltimore,14281874.63,4180071.06,10101803.57
160,Goodmatlab,Human Resources,"Provides staffing and recruiting, outsourced payroll services, event staffing, customer service, and sales training.",2013,8,CO,Loveland,"Fort Collins-Loveland, CO",10106079.75,3682543.51,6423536.24
161,Streetelectrics,Insurance,"Operates a free-membership website for consumers that helps them find the best rates and coverage on auto, home and life insurance.",2011,340,MA,Boston,Boston,9190501.81,3783855.78,5406646.04
162,Yeartechno,Media,"Enables live streaming event coverage, allowing anyone to broadcast live to the Web. LiveStream's clients include Facebook and the New York Times.",2012,143,NY,New York,New York City,16453261.98,8695779.13,7757482.86
163,Spanquadin,Advertising & Marketing,"Provides digital marketing and PR consulting services, combining public relations, social media, and SEO for a broad range of clients.",2009,14,MO,Saint Louis,"St. Louis, MO-IL",13610349.56,7927796.51,5682553.06
164,Treeelectrics,Government Services,"Provides IT administrative, intelligence/imagery analysis and contract administration support services to the federal government. Its clients include the Department of Defense, Veterans Affairs and Homeland Security.",2013,485,VA,Clarksville,,14755752.46,5716265.97,9039486.48
165,Tontam,Construction,Provides HVAC installation and repair along with a range of other home services with a promise of exceptional customer service and quality work.,2007,26,VA,Ashburn,"Washington, DC",10850802.7,9570789.81,1280012.9
166,Ganjatam,IT Services,"A global IT services providers specializing in enterprise software. Provides expertise in healthcare, public sector, manufacturing, food & beverage and retail/fashion industries.",2009,70,NJ,Iselin,New York City,15382171.87,8202647.32,7179524.55
167,Sumice,Retail,"Designs and sells environmentally-friendly home goods, vacation accessories and resort apparel made from bamboo fibers.",2013,318,UT,Sandy,Salt Lake City,8125875.83,6851659.74,1274216.09
168,Hayit,Advertising & Marketing,Provides a platform for hyper-local daily deals that help local businesses reach local customers and supports dozens of non-profits and neighborhood schools.,2012,2,CA,Westlake Village,Los Angeles,11090833.05,5592494.39,5498338.65
169,Technostreet,Manufacturing,Provides automotive companies with personnel trained in containment and inspection services. Clients also include aerospace suppliers in the southeastern and midwestern United States.,2014,773,AL,Bessemer,"Birmingham-Hoover, AL",5681642.52,7767896.05,-2086253.53
170,Haystreet,Media,"Creates and curates custom art packages for hospitality and healthcare projects, including photography, abstract drawings and paintings and 3D pieces.",2013,23,NC,Carrboro,"Durham, NC",8892427.92,8393394.28,499033.64
171,Contandax,Real Estate,"Operates a private real estate investment trust, focusing on the acquisition and operation of apartment communities in the Dallas/Forth Worth and Houston areas.",2014,59,TX,Addison,Dallas,11052902.21,3134607.17,7918295.04
172,Jayquote,Environmental Services,"Provides green cleaning, carbon footprint auditing, facilities and waste management, health care housekeeping, and logistics management services to government, private, and commercial organizations nationwide.",2009,296,CA,Concord,San Francisco,12840813.06,2213400.81,10627412.25
173,Insaoplex,Security,"Specializes in information security, governance, and compliance.",2009,20,CA,Lake Forest,Los Angeles,13254835.7,3926960.92,9327874.78
